Data/Hora,Extrusora (°C),Extrusora Alvo (°C),Extrusora Delta (°C),Extrusora PWM,Mesa (°C),Mesa Alvo (°C),Mesa Delta (°C),Mesa PWM,X (mm),Y (mm),Z (mm),E (mm),Aceleração (mm/s²),Jerk X (mm/s),Jerk Y (mm/s)
2025-04-01 11:17:23,199.45,200.0,-0.5500000000000114,76,60.01,60.0,0.009999999999998,28,132.64,61.93,0.2,77.31,,,
2025-04-01 11:17:24,198.93,200.0,-1.0699999999999932,86,60.01,60.0,0.009999999999998,30,,,,,500.0,10.0,10.0
2025-04-01 11:17:25,198.93,200.0,-1.0699999999999932,86,60.01,60.0,0.009999999999998,30,125.29,58.54,0.2,79.17,,,
2025-04-01 11:17:25,198.93,200.0,-1.0699999999999932,86,60.01,60.0,0.009999999999998,30,,,,,500.0,10.0,10.0
2025-04-01 11:17:27,198.79,200.0,-1.210000000000008,88,60.0,60.0,0.0,31,121.89,58.54,0.2,81.8,,,
2025-04-01 11:17:29,199.05,200.0,-0.9499999999999886,82,59.99,60.0,-0.009999999999998,35,,,,,500.0,10.0,10.0
2025-04-01 11:17:31,199.5,200.0,-0.5,72,59.97,60.0,-0.0300000000000011,41,118.5,58.54,0.2,85.39,,,
2025-04-01 11:17:33,200.09,200.0,0.0900000000000034,61,59.99,60.0,-0.009999999999998,35,,,,,500.0,10.0,10.0
2025-04-01 11:17:36,200.56,200.0,0.5600000000000023,52,60.0,60.0,0.0,34,115.11,58.54,0.2,89.94,,,
2025-04-01 11:17:41,200.25,200.0,0.25,63,60.01,60.0,0.009999999999998,31,,,,,500.0,10.0,10.0
2025-04-01 11:17:43,199.82,200.0,-0.1800000000000068,72,59.99,60.0,-0.009999999999998,39,111.71,58.54,0.2,95.45,,,
2025-04-01 11:17:48,199.64,200.0,-0.3600000000000136,73,60.01,60.0,0.009999999999998,32,,,,,500.0,10.0,10.0
2025-04-01 11:17:51,199.82,200.0,-0.1800000000000068,69,59.99,60.0,-0.009999999999998,36,108.32,58.54,0.2,101.91,,,
2025-04-01 11:17:57,200.38,200.0,0.3799999999999954,58,60.0,60.0,0.0,36,,,,,500.0,10.0,10.0
2025-04-01 11:18:01,200.11,200.0,0.1100000000000136,65,60.0,60.0,0.0,34,104.92,58.54,0.2,109.33,,,
2025-04-01 11:18:08,199.74,200.0,-0.2599999999999909,72,60.0,60.0,0.0,34,,,,,500.0,10.0,10.0
2025-04-01 11:18:15,200.16,200.0,0.1599999999999966,63,60.0,60.0,0.0,34,100.4,58.54,0.2,120.72,,,
2025-04-01 11:18:24,199.87,200.0,-0.1299999999999954,69,60.01,60.0,0.009999999999998,32,,,,,500.0,10.0,10.0
2025-04-01 11:18:29,199.96,200.0,-0.039999999999992,67,59.99,60.0,-0.009999999999998,38,97.0,58.54,0.2,130.38,,,
2025-04-01 11:18:38,200.09,200.0,0.0900000000000034,65,60.01,60.0,0.009999999999998,30,,,,,500.0,10.0,10.0
2025-04-01 11:18:48,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,37,92.48,58.54,0.2,144.75,,,
2025-04-01 11:18:54,200.05,200.0,0.0500000000000113,65,60.0,60.0,0.0,36,,,,,500.0,10.0,10.0
2025-04-01 11:19:05,199.94,200.0,-0.0600000000000022,67,60.0,60.0,0.0,33,89.08,58.54,0.2,156.64,,,
2025-04-01 11:19:17,200.05,200.0,0.0500000000000113,65,60.01,60.0,0.009999999999998,32,,,,,500.0,10.0,10.0
2025-04-01 11:19:29,200.0,200.0,0.0,66,60.01,60.0,0.009999999999998,30,85.56,59.54,0.2,173.85,,,
2025-04-01 11:19:42,199.96,200.0,-0.039999999999992,67,59.99,60.0,-0.009999999999998,35,,,,,500.0,10.0,10.0
2025-04-01 11:19:55,200.03,200.0,0.0300000000000011,65,60.01,60.0,0.009999999999998,31,85.56,64.06,0.2,190.23,,,
2025-04-01 11:20:09,199.99,200.0,-0.0099999999999909,66,59.98,60.0,-0.0200000000000031,38,,,,,500.0,10.0,10.0
2025-04-01 11:20:15,199.97,200.0,-0.0300000000000011,67,60.0,60.0,0.0,33,85.56,67.46,0.2,201.4,,,
2025-04-01 11:20:27,199.98,200.0,-0.0200000000000102,67,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
2025-04-01 11:20:38,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,28,85.56,71.98,0.2,214.8,,,
2025-04-01 11:20:49,199.99,200.0,-0.0099999999999909,66,59.99,60.0,-0.009999999999998,35,,,,,500.0,10.0,10.0
2025-04-01 11:20:59,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,32,85.56,76.51,0.2,226.5,,,
2025-04-01 11:21:08,200.0,200.0,0.0,66,60.01,60.0,0.009999999999998,29,,,,,500.0,10.0,10.0
2025-04-01 11:21:13,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,27,85.56,79.9,0.2,234.16,,,
2025-04-01 11:21:21,199.96,200.0,-0.039999999999992,67,60.01,60.0,0.009999999999998,28,,,,,500.0,10.0,10.0
2025-04-01 11:21:25,200.05,200.0,0.0500000000000113,65,59.99,60.0,-0.009999999999998,33,85.56,83.29,0.2,240.86,,,
2025-04-01 11:21:33,200.01,200.0,0.0099999999999909,66,59.99,60.0,-0.009999999999998,34,,,,,500.0,10.0,10.0
2025-04-01 11:21:39,200.02,200.0,0.0200000000000102,66,60.01,60.0,0.009999999999998,30,85.56,87.82,0.2,248.3,,,
2025-04-01 11:21:43,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,30,,,,,500.0,10.0,10.0
2025-04-01 11:21:48,200.0,200.0,0.0,66,60.01,60.0,0.009999999999998,27,85.56,91.21,0.2,252.76,,,
2025-04-01 11:21:51,199.98,200.0,-0.0200000000000102,67,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:21:56,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,30,85.56,94.61,0.2,256.27,,,
2025-04-01 11:21:58,199.96,200.0,-0.039999999999992,67,60.02,60.0,0.0200000000000031,25,,,,,500.0,10.0,10.0
2025-04-01 11:22:02,199.98,200.0,-0.0200000000000102,66,60.0,60.0,0.0,32,85.56,98.0,0.2,258.81,,,
2025-04-01 11:22:05,200.0,200.0,0.0,66,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
2025-04-01 11:22:06,200.0,200.0,0.0,66,60.0,60.0,0.0,32,85.56,101.4,0.2,260.4,,,
2025-04-01 11:22:09,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:22:09,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,31,85.56,104.79,0.2,261.04,,,
2025-04-01 11:22:11,199.99,200.0,-0.0099999999999909,66,59.99,60.0,-0.009999999999998,33,80.82,111.13,0.2,264.3,,,
2025-04-01 11:22:11,199.99,200.0,-0.0099999999999909,66,59.99,60.0,-0.009999999999998,33,,,,,500.0,10.0,10.0
2025-04-01 11:22:12,199.99,200.0,-0.0099999999999909,66,59.99,60.0,-0.009999999999998,33,130.78,110.85,0.2,275.71,,,
2025-04-01 11:22:14,199.99,200.0,-0.0099999999999909,66,59.98,60.0,-0.0200000000000031,36,,,,,500.0,10.0,10.0
2025-04-01 11:22:33,205.98,200.0,5.97999999999999,0,59.99,60.0,-0.009999999999998,34,80.22,61.81,0.2,295.27,,,
2025-04-01 11:22:39,203.83,200.0,3.830000000000013,0,60.02,60.0,0.0200000000000031,26,,,,,500.0,10.0,10.0
2025-04-01 11:23:03,157.42,200.0,-42.58000000000001,127,60.0,60.0,0.0,29,129.82,112.28,0.2,300.15,,,
2025-04-01 11:23:08,200.2,200.0,0.1999999999999886,0,59.99,60.0,-0.009999999999998,33,,,,,500.0,10.0,10.0
2025-04-01 11:23:14,199.69,200.0,-0.3100000000000023,0,60.01,60.0,0.009999999999998,27,125.38,111.81,0.2,300.86,,,
2025-04-01 11:23:14,197.93,200.0,-2.069999999999993,30,60.01,60.0,0.009999999999998,27,,,,,500.0,10.0,10.0
2025-04-01 11:23:15,197.93,200.0,-2.069999999999993,30,60.01,60.0,0.009999999999998,27,129.82,119.63,0.2,302.88,,,
2025-04-01 11:23:16,197.93,200.0,-2.069999999999993,30,60.01,60.0,0.009999999999998,27,,,,,500.0,10.0,10.0
2025-04-01 11:23:17,195.89,200.0,-4.110000000000014,88,60.0,60.0,0.0,29,129.82,123.03,0.2,305.65,,,
2025-04-01 11:23:19,194.01,200.0,-5.990000000000009,127,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:23:21,193.41,200.0,-6.590000000000003,127,60.0,60.0,0.0,30,129.82,126.42,0.2,309.37,,,
2025-04-01 11:23:24,194.11,200.0,-5.889999999999986,127,59.98,60.0,-0.0200000000000031,35,,,,,500.0,10.0,10.0
2025-04-01 11:23:27,197.79,200.0,-2.210000000000008,85,59.97,60.0,-0.0300000000000011,40,129.82,129.82,0.2,314.06,,,
2025-04-01 11:23:29,199.65,200.0,-0.3499999999999943,57,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
2025-04-01 11:23:34,202.23,200.0,2.2299999999999898,20,60.0,60.0,0.0,34,129.82,133.21,0.2,319.7,,,
2025-04-01 11:23:40,199.91,200.0,-0.0900000000000034,80,60.01,60.0,0.009999999999998,29,,,,,500.0,10.0,10.0
2025-04-01 11:23:42,199.15,200.0,-0.8499999999999943,93,60.0,60.0,0.0,31,129.82,136.6,0.2,326.3,,,
2025-04-01 11:23:49,200.45,200.0,0.4499999999999886,58,60.01,60.0,0.009999999999998,28,,,,,500.0,10.0,10.0
2025-04-01 11:23:56,201.0,200.0,1.0,50,60.02,60.0,0.0200000000000031,27,129.82,141.13,0.2,336.59,,,
2025-04-01 11:24:00,199.77,200.0,-0.2299999999999897,75,60.01,60.0,0.009999999999998,29,,,,,500.0,10.0,10.0
2025-04-01 11:24:08,199.79,200.0,-0.2100000000000079,69,59.98,60.0,-0.0200000000000031,37,129.82,144.52,0.2,345.42,,,
2025-04-01 11:24:12,200.43,200.0,0.4300000000000068,56,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
2025-04-01 11:24:21,199.66,200.0,-0.3400000000000034,74,60.02,60.0,0.0200000000000031,24,129.82,147.92,0.2,355.21,,,
2025-04-01 11:24:25,199.74,200.0,-0.2599999999999909,71,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:24:35,200.19,200.0,0.1899999999999977,63,60.02,60.0,0.0200000000000031,26,129.82,151.31,0.2,365.96,,,
2025-04-01 11:24:41,199.79,200.0,-0.2100000000000079,71,60.01,60.0,0.009999999999998,29,,,,,500.0,10.0,10.0
2025-04-01 11:24:51,200.16,200.0,0.1599999999999966,62,59.99,60.0,-0.009999999999998,33,129.82,154.71,0.2,377.67,,,
2025-04-01 11:24:57,200.02,200.0,0.0200000000000102,66,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:25:09,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,29,129.82,158.1,0.2,390.34,,,
2025-04-01 11:25:22,199.95,200.0,-0.0500000000000113,67,60.0,60.0,0.0,30,,,,,500.0,10.0,10.0
2025-04-01 11:25:28,200.01,200.0,0.0099999999999909,66,59.99,60.0,-0.009999999999998,35,32.94,64.05,0.2,403.64,,,
2025-04-01 11:25:42,200.01,200.0,0.0099999999999909,66,59.99,60.0,-0.009999999999998,34,,,,,500.0,10.0,10.0
2025-04-01 11:25:48,200.0,200.0,0.0,66,60.01,60.0,0.009999999999998,28,34.85,62.01,0.2,416.82,,,
2025-04-01 11:26:06,202.66,200.0,2.6599999999999966,0,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:26:12,199.37,200.0,-0.6299999999999955,0,60.0,60.0,0.0,28,38.25,62.01,0.2,429.17,,,
2025-04-01 11:26:26,193.37,200.0,-6.629999999999996,120,59.99,60.0,-0.009999999999998,32,,,,,500.0,10.0,10.0
2025-04-01 11:26:38,201.22,200.0,1.2199999999999989,41,60.0,60.0,0.0,31,80.02,99.25,0.2,445.9,,,
2025-04-01 11:26:49,200.06,200.0,0.0600000000000022,71,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:26:55,200.74,200.0,0.7400000000000091,55,60.01,60.0,0.009999999999998,27,80.02,95.86,0.2,455.85,,,
2025-04-01 11:27:06,199.82,200.0,-0.1800000000000068,71,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:27:11,200.24,200.0,0.2400000000000091,60,60.01,60.0,0.009999999999998,28,80.02,92.46,0.2,464.84,,,
2025-04-01 11:27:21,199.68,200.0,-0.3199999999999932,75,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:27:30,200.02,200.0,0.0200000000000102,65,60.0,60.0,0.0,30,80.02,87.94,0.2,475.35,,,
2025-04-01 11:27:34,200.23,200.0,0.2299999999999897,61,60.01,60.0,0.009999999999998,27,,,,,500.0,10.0,10.0
2025-04-01 11:27:42,199.91,200.0,-0.0900000000000034,68,60.0,60.0,0.0,29,80.02,84.54,0.2,482.11,,,
2025-04-01 11:27:50,200.03,200.0,0.0300000000000011,65,59.99,60.0,-0.009999999999998,35,,,,,500.0,10.0,10.0
2025-04-01 11:27:53,200.08,200.0,0.0800000000000125,64,60.01,60.0,0.009999999999998,27,80.02,81.15,0.2,487.91,,,
2025-04-01 11:28:00,199.98,200.0,-0.0200000000000102,67,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:28:03,199.91,200.0,-0.0900000000000034,68,60.03,60.0,0.0300000000000011,21,80.02,77.75,0.2,492.75,,,
2025-04-01 11:28:09,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:28:11,200.09,200.0,0.0900000000000034,64,60.01,60.0,0.009999999999998,26,80.02,74.36,0.2,496.64,,,
2025-04-01 11:28:16,200.04,200.0,0.039999999999992,65,59.99,60.0,-0.009999999999998,32,,,,,500.0,10.0,10.0
2025-04-01 11:28:18,200.02,200.0,0.0200000000000102,66,60.0,60.0,0.0,29,80.02,70.97,0.2,499.57,,,
2025-04-01 11:28:22,199.95,200.0,-0.0500000000000113,67,60.0,60.0,0.0,30,,,,,500.0,10.0,10.0
2025-04-01 11:28:23,199.93,200.0,-0.0699999999999931,68,60.0,60.0,0.0,30,80.02,67.57,0.2,501.54,,,
2025-04-01 11:28:26,199.96,200.0,-0.039999999999992,67,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:28:27,199.96,200.0,-0.039999999999992,67,60.0,60.0,0.0,31,80.02,64.18,0.2,502.55,,,
2025-04-01 11:28:29,200.02,200.0,0.0200000000000102,66,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
2025-04-01 11:28:29,200.02,200.0,0.0200000000000102,66,60.0,60.0,0.0,32,32.94,64.61,0.2,502.69,,,
2025-04-01 11:28:30,200.02,200.0,0.0200000000000102,66,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
2025-04-01 11:28:31,199.63,200.0,-0.3700000000000045,76,59.99,60.0,-0.009999999999998,36,123.81,158.89,0.2,533.17,,,
2025-04-01 11:28:52,200.11,200.0,0.1100000000000136,62,60.01,60.0,0.009999999999998,28,,,,,500.0,10.0,10.0
2025-04-01 11:29:05,200.73,200.0,0.7299999999999898,50,60.0,60.0,0.0,30,120.42,158.89,0.2,558.26,,,
2025-04-01 11:29:31,200.77,200.0,0.7700000000000102,48,60.01,60.0,0.009999999999998,28,,,,,500.0,10.0,10.0
2025-04-01 11:29:44,199.78,200.0,-0.2199999999999988,70,60.0,60.0,0.0,32,117.03,158.89,0.2,582.39,,,
2025-04-01 11:30:09,200.06,200.0,0.0600000000000022,64,59.99,60.0,-0.009999999999998,34,,,,,500.0,10.0,10.0
2025-04-01 11:30:21,200.02,200.0,0.0200000000000102,65,60.0,60.0,0.0,29,113.63,158.89,0.2,605.57,,,
2025-04-01 11:30:46,199.95,200.0,-0.0500000000000113,67,60.01,60.0,0.009999999999998,28,,,,,500.0,10.0,10.0
2025-04-01 11:30:57,200.08,200.0,0.0800000000000125,64,60.0,60.0,0.0,29,110.24,158.89,0.2,627.78,,,
2025-04-01 11:31:21,200.1,200.0,0.0999999999999943,63,60.01,60.0,0.009999999999998,29,,,,,500.0,10.0,10.0
2025-04-01 11:31:32,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,34,106.84,158.89,0.2,649.04,,,
2025-04-01 11:31:54,199.96,200.0,-0.039999999999992,67,60.0,60.0,0.0,30,,,,,500.0,10.0,10.0
2025-04-01 11:32:05,200.02,200.0,0.0200000000000102,66,60.0,60.0,0.0,31,103.45,158.89,0.2,669.34,,,
2025-04-01 11:32:27,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:32:36,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,30,100.06,158.89,0.2,688.68,,,
2025-04-01 11:32:57,200.03,200.0,0.0300000000000011,65,60.0,60.0,0.0,28,,,,,500.0,10.0,10.0
2025-04-01 11:33:07,199.96,200.0,-0.039999999999992,67,59.99,60.0,-0.009999999999998,32,96.66,158.89,0.2,707.06,,,
2025-04-01 11:33:26,199.98,200.0,-0.0200000000000102,67,60.01,60.0,0.009999999999998,28,,,,,500.0,10.0,10.0
2025-04-01 11:33:45,200.01,200.0,0.0099999999999909,66,59.99,60.0,-0.009999999999998,32,92.14,158.89,0.2,730.08,,,
2025-04-01 11:33:54,199.98,200.0,-0.0200000000000102,67,60.01,60.0,0.009999999999998,26,,,,,500.0,10.0,10.0
2025-04-01 11:34:12,200.0,200.0,0.0,66,59.99,60.0,-0.009999999999998,32,88.74,158.89,0.2,746.23,,,
2025-04-01 11:34:20,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:34:37,200.01,200.0,0.0099999999999909,66,60.01,60.0,0.009999999999998,25,85.35,158.89,0.2,761.42,,,
2025-04-01 11:34:45,200.04,200.0,0.039999999999992,65,60.0,60.0,0.0,28,,,,,500.0,10.0,10.0
2025-04-01 11:35:01,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,31,81.95,158.89,0.2,775.66,,,
2025-04-01 11:35:09,200.01,200.0,0.0099999999999909,65,60.01,60.0,0.009999999999998,25,,,,,500.0,10.0,10.0
2025-04-01 11:35:23,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,27,78.56,158.89,0.2,788.93,,,
2025-04-01 11:35:38,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
2025-04-01 11:35:44,200.0,200.0,0.0,66,60.0,60.0,0.0,30,75.16,158.89,0.2,801.25,,,
2025-04-01 11:35:57,200.04,200.0,0.039999999999992,65,60.01,60.0,0.009999999999998,26,,,,,500.0,10.0,10.0
2025-04-01 11:36:04,199.98,200.0,-0.0200000000000102,66,60.01,60.0,0.009999999999998,28,71.77,158.89,0.2,812.61,,,
2025-04-01 11:36:16,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,30,,,,,500.0,10.0,10.0
2025-04-01 11:36:22,200.01,200.0,0.0099999999999909,66,59.99,60.0,-0.009999999999998,32,68.38,158.89,0.2,823.01,,,
2025-04-01 11:36:33,200.03,200.0,0.0300000000000011,65,59.99,60.0,-0.009999999999998,30,,,,,500.0,10.0,10.0
2025-04-01 11:36:38,200.02,200.0,0.0200000000000102,66,59.99,60.0,-0.009999999999998,33,64.98,158.89,0.2,832.45,,,
2025-04-01 11:36:49,199.95,200.0,-0.0500000000000113,67,60.03,60.0,0.0300000000000011,20,,,,,500.0,10.0,10.0
2025-04-01 11:36:54,199.98,200.0,-0.0200000000000102,66,60.0,60.0,0.0,27,61.59,158.89,0.2,840.93,,,
2025-04-01 11:37:03,200.0,200.0,0.0,66,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:37:11,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,28,57.06,158.89,0.2,850.76,,,
2025-04-01 11:37:19,200.01,200.0,0.0099999999999909,66,60.01,60.0,0.009999999999998,25,,,,,500.0,10.0,10.0
2025-04-01 11:37:23,199.99,200.0,-0.0099999999999909,66,59.98,60.0,-0.0200000000000031,34,53.67,158.89,0.2,857.01,,,
2025-04-01 11:37:30,199.99,200.0,-0.0099999999999909,66,59.99,60.0,-0.009999999999998,32,,,,,500.0,10.0,10.0
2025-04-01 11:37:36,199.97,200.0,-0.0300000000000011,67,60.0,60.0,0.0,30,49.14,158.89,0.2,863.85,,,
2025-04-01 11:37:39,200.02,200.0,0.0200000000000102,66,59.99,60.0,-0.009999999999998,31,,,,,500.0,10.0,10.0
2025-04-01 11:37:45,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,30,45.75,158.89,0.2,867.87,,,
2025-04-01 11:37:47,200.03,200.0,0.0300000000000011,65,59.99,60.0,-0.009999999999998,31,,,,,500.0,10.0,10.0
2025-04-01 11:37:51,200.05,200.0,0.0500000000000113,65,59.99,60.0,-0.009999999999998,31,42.35,158.89,0.2,870.92,,,
2025-04-01 11:37:54,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:37:57,200.02,200.0,0.0200000000000102,65,60.0,60.0,0.0,30,38.96,158.89,0.2,873.02,,,
2025-04-01 11:37:59,199.94,200.0,-0.0600000000000022,67,59.99,60.0,-0.009999999999998,33,,,,,500.0,10.0,10.0
2025-04-01 11:38:01,199.94,200.0,-0.0600000000000022,67,59.99,60.0,-0.009999999999998,33,35.57,158.89,0.2,874.16,,,
2025-04-01 11:38:03,200.01,200.0,0.0099999999999909,65,60.01,60.0,0.009999999999998,27,130.22,158.04,0.2,867.89,,,
2025-04-01 11:38:04,200.01,200.0,0.0099999999999909,65,60.01,60.0,0.009999999999998,27,138.4,158.05,0.2,884.12,,,
2025-04-01 11:38:06,200.01,200.0,0.0099999999999909,65,59.99,60.0,-0.009999999999998,34,138.76,157.69,0.2,893.95,,,
2025-04-01 11:38:21,200.07,200.0,0.0699999999999931,65,60.0,60.0,0.0,27,139.95,157.48,0.2,903.65,,,
2025-04-01 11:38:41,200.04,200.0,0.039999999999992,65,60.03,60.0,0.0300000000000011,23,142.21,157.48,0.2,904.1,,,
2025-04-01 11:38:51,199.97,200.0,-0.0300000000000011,67,60.0,60.0,0.0,30,144.47,157.48,0.2,904.98,,,
2025-04-01 11:38:53,199.97,200.0,-0.0300000000000011,67,60.0,60.0,0.0,30,147.87,157.48,0.2,907.09,,,
2025-04-01 11:38:54,199.91,200.0,-0.0900000000000034,68,60.0,60.0,0.0,32,150.13,157.48,0.2,909.04,,,
2025-04-01 11:38:57,199.98,200.0,-0.0200000000000102,66,59.99,60.0,-0.009999999999998,33,152.39,157.48,0.2,911.4,,,
2025-04-01 11:39:02,200.03,200.0,0.0300000000000011,65,60.01,60.0,0.009999999999998,30,155.79,157.48,0.2,915.75,,,
2025-04-01 11:39:06,200.05,200.0,0.0500000000000113,65,60.01,60.0,0.009999999999998,27,158.05,157.48,0.2,919.19,,,
2025-04-01 11:39:11,199.99,200.0,-0.0099999999999909,66,60.02,60.0,0.0200000000000031,24,160.31,157.48,0.2,923.05,,,
2025-04-01 11:39:16,199.96,200.0,-0.039999999999992,67,59.98,60.0,-0.0200000000000031,34,162.58,157.49,0.2,927.33,,,
2025-04-01 11:39:25,199.99,200.0,-0.0099999999999909,66,60.0,60.0,0.0,31,165.97,157.49,0.2,934.56,,,
2025-04-01 11:39:32,199.96,200.0,-0.039999999999992,67,60.0,60.0,0.0,31,168.23,157.49,0.2,939.9,,,
2025-04-01 11:39:40,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:39:44,200.0,200.0,0.0,66,60.0,60.0,0.0,30,171.63,157.49,0.2,948.73,,,
2025-04-01 11:39:53,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,29,,,,,500.0,10.0,10.0
2025-04-01 11:39:57,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,28,175.02,157.49,0.2,958.5,,,
2025-04-01 11:40:12,199.99,200.0,-0.0099999999999909,66,60.02,60.0,0.0200000000000031,26,178.41,157.49,0.2,969.24,,,
2025-04-01 11:40:28,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,29,181.81,157.49,0.2,980.94,,,
2025-04-01 11:40:46,200.03,200.0,0.0300000000000011,65,60.0,60.0,0.0,32,185.2,157.49,0.2,993.59,,,
2025-04-01 11:40:58,200.02,200.0,0.0200000000000102,65,60.01,60.0,0.009999999999998,28,186.04,156.05,0.2,1002.44,,,
2025-04-01 11:41:11,199.99,200.0,-0.0099999999999909,66,59.99,60.0,-0.009999999999998,35,186.04,153.79,0.2,1011.29,,,
2025-04-01 11:41:25,200.04,200.0,0.039999999999992,65,60.01,60.0,0.009999999999998,30,186.04,151.53,0.2,1020.15,,,
2025-04-01 11:41:39,199.95,200.0,-0.0500000000000113,67,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:41:52,200.07,200.0,0.0699999999999931,64,60.0,60.0,0.0,32,186.04,147.0,0.2,1037.87,,,
2025-04-01 11:42:06,200.07,200.0,0.0699999999999931,64,60.02,60.0,0.0200000000000031,23,,,,,500.0,10.0,10.0
2025-04-01 11:42:13,200.01,200.0,0.0099999999999909,65,59.98,60.0,-0.0200000000000031,36,186.04,143.61,0.2,1051.15,,,
2025-04-01 11:42:27,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,27,,,,,500.0,10.0,10.0
2025-04-01 11:42:33,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,27,186.04,140.21,0.2,1064.44,,,
2025-04-01 11:42:47,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,29,,,,,500.0,10.0,10.0
2025-04-01 11:42:54,200.03,200.0,0.0300000000000011,65,59.98,60.0,-0.0200000000000031,39,186.04,136.82,0.2,1077.73,,,
2025-04-01 11:43:08,199.98,200.0,-0.0200000000000102,66,60.04,60.0,0.0399999999999991,24,,,,,500.0,10.0,10.0
2025-04-01 11:43:14,200.03,200.0,0.0300000000000011,65,59.98,60.0,-0.0200000000000031,38,186.04,133.43,0.2,1091.02,,,
2025-04-01 11:43:28,200.01,200.0,0.0099999999999909,66,60.0,60.0,0.0,31,,,,,500.0,10.0,10.0
2025-04-01 11:43:35,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,29,186.04,130.03,0.2,1104.3,,,
2025-04-01 11:43:49,199.97,200.0,-0.0300000000000011,67,60.0,60.0,0.0,30,,,,,500.0,10.0,10.0
2025-04-01 11:43:55,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,29,186.04,126.64,0.2,1117.59,,,
2025-04-01 11:44:09,200.0,200.0,0.0,66,59.99,60.0,-0.009999999999998,33,,,,,500.0,10.0,10.0
2025-04-01 11:44:23,199.99,200.0,-0.0099999999999909,66,59.99,60.0,-0.009999999999998,37,186.04,122.11,0.2,1135.31,,,
2025-04-01 11:44:37,199.99,200.0,-0.0099999999999909,66,60.01,60.0,0.009999999999998,31,,,,,500.0,10.0,10.0
2025-04-01 11:44:43,199.99,200.0,-0.0099999999999909,67,60.0,60.0,0.0,34,186.04,118.72,0.2,1148.59,,,
2025-04-01 11:44:57,200.03,200.0,0.0300000000000011,65,60.0,60.0,0.0,32,,,,,500.0,10.0,10.0
