Tipo de Peça,id_peça,Data,Speed Factor,Média Delta temp_nozzle,Máximo Delta temp_nozzle,Média Delta Mesa (°C),Tempo Fora do Intervalo Extrusora (%),Taxa de Extrusão (mm/min),Tempo Ativo de Extrusão (%),Variação X,Variação Z,X_min,Média PWM Extrusora,Desvio Padrão PWM Extrusora,Média PWM Bed,Desvio Padrão PWM Bed,Taxa Variação temp_nozzle,Resultado
QUADRADO,1,2025-04-29 10:45:07/11:04:44,100.0,0.00040000000000099987,0.8499999999999943,0.0015999999999997364,0.0,43.47170773152082,100.80645161290323,70.47,0.6000000000000001,75.16,68.288,3.9037120464931174,32.736,4.026412795529042,0.0805645161290323,OK
L,2,2025-04-29 12:25:51/13:23:01,100.0,0.003053435114505051,0.6100000000000136,0.0007633587786259371,0.0,44.095976676384836,100.38314176245211,119.54000000000002,0.6000000000000001,50.26,68.22519083969466,2.946335954590108,32.19847328244275,4.345993614290294,0.049386973180075136,OK
RETANGULO,3,2025-05-02 10:10:26/10:43:16,100.0,-0.017964071856285384,2.530000000000001,0.001377245508981803,1.1976047904191618,43.644365482233496,100.60240963855422,69.10999999999999,0.6000000000000001,76.15,66.77844311377245,9.767416447941985,34.293413173652695,4.385506492496508,0.18698795180722785,NOK
QUADRADO,4,2025-05-06 13:59:33/14:07:02,100.0,0.0008888888888918629,0.1299999999999954,-0.0020000000000000738,0.0,40.22138084632517,102.27272727272727,68.69,0.2,75.16,66.42222222222222,1.6165182687279824,33.422222222222224,3.460746693528389,0.05909090909091086,NOK
QUADRADO,5,2025-05-07 09:23:20/09:40:50,100.0,-0.0055855855855843455,0.0800000000000125,-0.0009909909909911125,0.0,43.58228571428572,100.9090909090909,68.69,0.6000000000000001,75.16,68.68468468468468,2.018018749268617,33.88288288288288,3.997132469291953,0.03827272727272628,OK
QUADRADO,6,2025-05-07 13:52:32/14:12:05,100.0,0.00417475728155485,0.5600000000000023,-0.00029126213592268536,0.0,43.53606138107417,100.98039215686273,69.64999999999999,0.6000000000000001,75.45,68.63106796116504,2.8249250944854527,35.320388349514566,4.9333073506861025,0.04970588235294221,OK
QUADRADO,7,2025-05-08 10:27:17/10:46:53,100.0,-0.005431034482756376,0.2800000000000011,0.0015517241379309078,0.0,43.41122448979591,100.8695652173913,68.74,0.6000000000000001,75.11,68.76724137931035,2.4719566572135587,34.55172413793103,4.775562480116793,0.04434782608695619,OK
RETANGULO,8,2025-05-12 09:03:02/09:41:27,100.0,0.0010810810810822494,1.3199999999999932,-0.0009729729729732004,0.0,43.92520607375271,100.54347826086956,70.18,0.6000000000000001,74.37,68.94594594594595,3.39233427670216,34.02162162162162,3.797820823607351,0.06027173913043478,OK
RETANGULO,9,2025-05-12 13:14:28/13:51:14,100.0,0.0025136612021869195,0.4300000000000068,0.0008196721311472605,0.0,44.2675430643699,100.54945054945054,66.93,0.6000000000000001,75.16,68.65027322404372,2.4014847586061356,32.032786885245905,4.272196901644453,0.036538461538462325,OK
RETANGULO,10,2025-05-13 08:58:31/09:36:53,100.0,0.001073170731708976,0.4000000000000057,0.0007317073170728167,0.0,43.94439617723719,100.49019607843137,70.09,0.6000000000000001,74.75,68.51219512195122,2.38789791078451,32.90731707317073,4.105973066818921,0.041372549019608504,OK
L,11,2025-05-13 12:01:19/12:17:23,100.0,0.01841269841270016,0.6399999999999864,0.0012698412698413538,0.0,39.10954356846473,101.61290322580645,120.27000000000001,0.0,49.47,65.23809523809524,2.843863147847771,33.492063492063494,5.923907319614953,0.08306451612903006,NOK
RETANGULO,12,2025-05-13 12:52:50/13:31:14,100.0,0.002282608695653185,0.9300000000000068,0.00016304347826037396,0.0,43.9390625,100.5464480874317,69.78000000000002,0.6000000000000001,74.77,68.375,2.8525944475104086,33.01086956521739,4.638858360631161,0.05016393442623107,OK
RETANGULO,13,2025-05-14 09:07:32/09:42:11,100.0,-0.002499999999999179,0.0800000000000125,0.0003977272727271932,0.0,44.11774891774891,100.57142857142858,68.74,0.6000000000000001,75.11,68.81818181818181,2.1963369741221643,32.71022727272727,4.309604947694719,0.028514285714284767,OK
RETANGULO,14,2025-05-14 11:37:22/12:03:33,100.0,-0.046647727272726834,2.3499999999999943,0.0022727272727271408,1.7045454545454544,64.61018459579886,100.57142857142858,70.43,0.6000000000000001,75.16,68.55113636363636,9.59629088248677,32.875,5.534953864822568,0.16805714285714396,OK
RETANGULO,15,2025-05-14 13:46:36/13:57:14,100.0,-0.1077319587628856,1.1500000000000057,-0.0022680412371134605,2.0618556701030926,80.4319749216301,101.04166666666667,70.86,0.6000000000000001,74.77,68.04123711340206,14.495629747856471,36.41237113402062,4.622753006686031,0.23541666666666958,OK
L,16,2025-05-14 15:32:50/15:55:22,200.0,-0.005686274509802511,0.1299999999999954,-0.00019607843137250974,0.0,100.59408284023667,100.49261083743843,108.61000000000001,0.6000000000000001,61.0,70.19117647058823,3.235840026649081,31.534313725490197,3.7670857429434137,0.03699507389162596,OK
RETANGULO,17,2025-05-15 09:04:56/09:23:13,200.0,-0.0049044585987254585,0.2299999999999897,-0.0015286624203821764,0.0,83.28350045578851,100.64102564102564,59.80000000000001,0.6000000000000001,78.57,70.38853503184713,2.3849143443433447,33.745222929936304,3.6495599639892067,0.040128205128205585,OK
RETANGULO,18,2025-05-15 10:35:33/11:01:15,150.0,-0.25571428571428506,2.219999999999999,0.0010714285714285264,2.380952380952381,65.90739299610895,100.59880239520957,70.69999999999999,0.6000000000000001,74.59,69.03571428571429,9.565965653708902,33.404761904761905,5.1565179905904115,0.5979041916167649,OK
RETANGULO,19,2025-05-15 12:49:44/12:58:13,275.0,0.13743589743589815,4.879999999999996,0.0033333333333330304,2.564102564102564,101.06758349705305,101.29870129870129,62.110000000000014,0.6000000000000001,83.38,67.16666666666667,15.282973011468156,34.282051282051285,4.906654468704525,0.34103896103896164,OK
QUADRADO,20,2025-05-15 13:51:48/14:07:33,275.0,-0.21615894039735054,1.9199999999999875,0.0024503311258276535,2.6490066225165565,107.12253968253968,100.66666666666666,70.92,0.6000000000000001,74.71,70.55629139072848,11.610705268035703,33.145695364238414,4.027236192052605,0.28906666666666847,OK
RETANGULO,21,2025-05-15 15:20:24/16:17:36,100.0,-0.05332031249999858,1.2299999999999898,0.0006249999999999303,1.171875,44.107167832167825,100.3921568627451,118.85000000000002,0.6000000000000001,50.26,67.6015625,6.725823624759465,31.5234375,4.4685653156681235,0.10615686274509767,OK
L,22,2025-05-16 07:09:49/07:40:01,200.0,-0.006184210526315149,0.2599999999999909,-0.0008333333333336024,0.0,83.55794701986754,100.44052863436124,109.59,0.6000000000000001,49.41,69.54385964912281,3.1149500271825885,33.916666666666664,4.90231297862364,0.056343612334800945,OK
QUADRADO,23,2025-05-16 09:28:54/09:39:33,200.0,-0.011132075471697101,0.7700000000000102,-0.0004716981132076539,0.0,80.34647887323943,100.95238095238095,70.92,0.6000000000000001,74.71,69.81132075471699,3.3837516726040717,34.68867924528302,5.024441608486355,0.08942857142857316,OK
L,24,2025-05-16 10:25:15/10:55:24,200.0,-0.05090517241379176,1.9699999999999989,-0.000129310344827744,0.8620689655172413,83.63814262023217,100.43290043290042,110.07,0.6000000000000001,49.81,69.6853448275862,8.267191237828618,31.857758620689655,4.333652686109199,0.11536796536796635,NOK
