QUADRADO,27,2025-05-26 13:04:14/13:56:29,150,-0.027777777777777086,2.539999999999992,-0.00036363636363647735,0.8080808080808081,65.68746411483254,100.0,18.060190370493764,18.282055565567763,4.540424240463041,145.24,74.37,144.84,74.32,70.25656565656566,6.040755000406116,60.3,49.7,12.3,,,,,NOK
RETANGULO,3,2025-05-02 10:10:26/10:43:16,100,-0.0068452380952361,2.530000000000001,0.0015476190476188224,1.1904761904761905,43.644365482233496,100.0,21.4967284154169,39.64214699666452,0.19917585046126723,145.26,76.15,170.38,49.91,66.38095238095238,11.017030650633611,0.0,0.0,0.0,,,,,NOK
QUADRADO,4,2025-05-06 13:59:33/14:07:02,100,0.0012765957446839156,0.1299999999999954,-0.0014893617021278151,0.0,40.22138084632517,97.82608695652173,18.064202859509052,9.071851970894265,0.10090499582190261,143.85,75.16,139.18,84.27,66.38297872340425,1.5955534883920606,0.0,0.0,0.0,,,,,NOK
L,11,2025-05-13 12:01:19/12:17:23,100,0.028125000000001503,0.6399999999999864,0.001093750000000114,0.0,39.10954356846473,100.0,34.74277907935233,29.416711041162685,5.595703109475384e-17,169.74,49.47,170.53,49.91,65.0625,3.1515931975018097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOK
L,26,2025-05-21 11:38:56/12:15:21,200,-0.023122923588038573,2.0900000000000034,0.0008970099667771112,1.3289036544850499,81.41299771167049,100.0,34.41120643789906,33.17783766371964,0.4309803193586343,164.72,49.47,170.13,49.47,69.01328903654485,6.514585390709531,98.8,99.2,48.9,48.9,49.2,49.2,5.9,NOK
L,24,2025-05-16 10:25:15/12:23:48,200.0,-0.0143059490084976,1.9699999999999989,0.0003210576015106,0.1888574126534466,11.32382960776044,100.0,33.28494508499962,32.098408392526686,4.476863058011563,159.88,49.81,169.79,50.56,70.76864966949952,4.684196893580912,31.32,3.69,98.6,99.3,48.9,48.9,49.4,49.4,11.9,NOK
QUADRADO,25,2025-05-21 09:42:47/11:05:23,200.0,-0.0174022698612855,1.210000000000008,0.0003278688524589,0.2522068095838587,28.730266343825665,100.0,18.86830509059457,34.03966770501891,4.51937168933444,145.26,0.0,220.0,49.85,70.55359394703657,5.264466871006303,32.17,3.74,49.4,49.2,12.5,,,,,NOK
QUADRADO,28,2025-05-26 14:25:17/15:05:33,250.0,0.0917857142857145,19.370000000000005,0.0011904761904759,2.142857142857143,85.05869205298013,100.0,18.294978143462785,17.493186877284288,4.447568630756109,144.89,76.15,145.3,77.66,70.81666666666666,10.734469642435789,31.30,3.69,49.5,49.3,12.5,,,,,NOK
