timestamp,temp_nozzle,temp_target_nozzle,temp_delta_nozzle,pwm_nozzle,temp_bed,temp_target_bed,temp_delta_bed,pwm_bed,X,Y,Z,E,speed_factor,filename
2025-05-29 13:21:18,199.79,200.0,-0.21000000000000796,68,60.01,60.0,0.00999999999999801,23,86.26,61.36,0.4,481.13,200.0,zd2c72~1
2025-05-29 13:21:32,199.69,200.0,-0.3100000000000023,73,60.0,60.0,0.0,29,133.54,156.09,0.4,486.23,200.0,zd2c72~1
2025-05-29 13:21:39,199.85,200.0,-0.15000000000000568,69,60.01,60.0,0.00999999999999801,27,,,,,200.0,zd2c72~1
2025-05-29 13:21:40,199.85,200.0,-0.15000000000000568,69,60.01,60.0,0.00999999999999801,27,133.54,152.13,0.4,487.45,200.0,zd2c72~1
2025-05-29 13:21:41,199.98,200.0,-0.020000000000010232,66,60.01,60.0,0.00999999999999801,27,123.84,158.44,0.4,490.09,200.0,zd2c72~1
2025-05-29 13:21:46,200.16,200.0,0.1599999999999966,63,59.97,60.0,-0.030000000000001137,38,115.92,158.44,0.4,499.27,200.0,zd2c72~1
2025-05-29 13:21:53,199.94,200.0,-0.060000000000002274,68,60.0,60.0,0.0,27,109.13,158.44,0.4,511.29,200.0,zd2c72~1
2025-05-29 13:21:56,199.89,200.0,-0.11000000000001364,69,60.01,60.0,0.00999999999999801,23,,,,,200.0,zd2c72~1
2025-05-29 13:22:00,199.99,200.0,-0.009999999999990905,67,60.02,60.0,0.020000000000003126,19,104.6,158.44,0.4,521.44,200.0,zd2c72~1
2025-05-29 13:22:05,200.04,200.0,0.03999999999999204,66,60.0,60.0,0.0,25,101.21,158.44,0.4,530.16,200.0,zd2c72~1
2025-05-29 13:22:11,200.01,200.0,0.009999999999990905,67,59.98,60.0,-0.020000000000003126,34,97.82,158.44,0.4,539.84,200.0,zd2c72~1
2025-05-29 13:22:18,199.94,200.0,-0.060000000000002274,68,59.98,60.0,-0.020000000000003126,33,94.42,158.44,0.4,550.49,200.0,zd2c72~1
2025-05-29 13:22:26,200.06,200.0,0.060000000000002274,66,59.99,60.0,-0.00999999999999801,31,91.03,158.44,0.4,562.08,200.0,zd2c72~1
2025-05-29 13:22:31,200.01,200.0,0.009999999999990905,67,60.0,60.0,0.0,28,,,,,200.0,zd2c72~1
2025-05-29 13:22:34,199.99,200.0,-0.009999999999990905,67,60.01,60.0,0.00999999999999801,24,87.63,158.44,0.4,574.64,200.0,zd2c72~1
2025-05-29 13:22:39,199.98,200.0,-0.020000000000010232,68,60.0,60.0,0.0,28,86.46,157.35,0.4,583.47,200.0,zd2c72~1
2025-05-29 13:22:46,200.03,200.0,0.030000000000001137,67,60.01,60.0,0.00999999999999801,25,86.46,155.09,0.4,592.33,200.0,zd2c72~1
2025-05-29 13:22:55,199.99,200.0,-0.009999999999990905,68,60.0,60.0,0.0,29,86.46,151.69,0.4,605.61,200.0,zd2c72~1
2025-05-29 13:23:01,200.02,200.0,0.020000000000010232,67,59.98,60.0,-0.020000000000003126,34,,,,,200.0,zd2c72~1
2025-05-29 13:23:08,199.99,200.0,-0.009999999999990905,67,59.99,60.0,-0.00999999999999801,29,86.46,147.17,0.4,623.33,200.0,zd2c72~1
2025-05-29 13:23:17,200.02,200.0,0.020000000000010232,67,59.99,60.0,-0.00999999999999801,32,86.46,143.77,0.4,636.61,200.0,zd2c72~1
2025-05-29 13:23:23,199.96,200.0,-0.03999999999999204,68,60.0,60.0,0.0,29,86.46,141.51,0.4,645.47,200.0,zd2c72~1
2025-05-29 13:23:30,200.0,200.0,0.0,67,59.97,60.0,-0.030000000000001137,36,,,,,200.0,zd2c72~1
2025-05-29 13:23:36,200.01,200.0,0.009999999999990905,67,60.02,60.0,0.020000000000003126,20,86.46,136.99,0.4,663.19,200.0,zd2c72~1
2025-05-29 13:23:42,199.93,200.0,-0.06999999999999318,69,60.0,60.0,0.0,29,86.46,134.72,0.4,672.05,200.0,zd2c72~1
2025-05-29 13:23:48,200.0,200.0,0.0,67,59.98,60.0,-0.020000000000003126,36,86.46,132.46,0.4,680.9,200.0,zd2c72~1
2025-05-29 13:23:58,199.96,200.0,-0.03999999999999204,68,59.97,60.0,-0.030000000000001137,36,86.46,129.07,0.4,694.19,200.0,zd2c72~1
2025-05-29 13:24:04,199.97,200.0,-0.030000000000001137,68,60.0,60.0,0.0,29,,,,,200.0,zd2c72~1
2025-05-29 13:24:10,200.03,200.0,0.030000000000001137,67,60.01,60.0,0.00999999999999801,24,86.46,124.54,0.4,711.91,200.0,zd2c72~1
2025-05-29 13:24:20,199.99,200.0,-0.009999999999990905,67,59.99,60.0,-0.00999999999999801,31,86.46,121.15,0.4,725.19,200.0,zd2c72~1
2025-05-29 13:24:26,200.02,200.0,0.020000000000010232,67,60.01,60.0,0.00999999999999801,25,86.46,118.88,0.4,734.05,200.0,zd2c72~1
